Title,Content,newsType,time
Tests axed for school entry due to Covid,"The Ordinary National Education Test (O-Net) scores will not be used as criteria for admitting students into Mathayom 1 (Grade 7) and Mathayom 4 (Grade 10) in the next academic year, according to the Ministry of Education.",GENERAL,2 Jan 2021
Govt cuts welfare fund payments due to Covid,The Social Security Office (SSO) is to reduce employers and employees' contributions to the worker welfare fund.,GENERAL,2 Jan 2021
Long-overdue end of O-Net exams,The limitations of the national proficiency test have been known for years and the education minister has finally taken action.,GENERAL,2 Jan 2021
900 drivers on probation,"Nearly 900 drunk drivers were arrested and placed on court-ordered probation during the first three days of the ""seven dangerous days"" of the New Year holiday season, according to the Department of Probation.",GENERAL,2 Jan 2021
Closures across the board,Entertainment venues are among a wide range of establishments that have been ordered to shut from midnight in the wake of the latest Covid-19 outbreak.,GENERAL,2 Jan 2021
Replay New Year Fireworks With VR Tech,Fireworks displays for the New Year countdown at CentralWorld are always a magnet to draw hundreds of thousands of revellers to watch. But this New Year was different. The event was organised during the new normal with live streaming only due to Covid-19 curbs.,GENERAL,2 Jan 2021
Governor rules out Chon Buri lockdown,Chon Buri's governor has ruled out a total provincial lockdown despite the number of local Covid-19 cases rising by 51.,GENERAL,2 Jan 2021
"Bangkok schools closed, more places to follow","Bangkok shuts down schools for two weeks. More closures of places and takeaway-only service for eateries may follow, according to City Hall.",GENERAL,1 Jan 2021
"Day 3: 67 deaths, 642 injuries","Sixty-seven people died in road accidents nationwide on the last day of 2020, up 28.8% from the same day of the road safety campaign in the previous year.",GENERAL,1 Jan 2021
"Two deaths, 279 more Covid-19 cases",Thailand adds 2 deaths and 279 new Covid-19 cases as authorities are fretting about wider spread during the holidays.,GENERAL,1 Jan 2021
Tests axed for school entry due to Covid,"The Ordinary National Education Test (O-Net) scores will not be used as criteria for admitting students into Mathayom 1 (Grade 7) and Mathayom 4 (Grade 10) in the next academic year, according to the Ministry of Education.",GENERAL,2 Jan 2021
Govt cuts welfare fund payments due to Covid,The Social Security Office (SSO) is to reduce employers and employees' contributions to the worker welfare fund.,GENERAL,2 Jan 2021
Long-overdue end of O-Net exams,The limitations of the national proficiency test have been known for years and the education minister has finally taken action.,GENERAL,2 Jan 2021
900 drivers on probation,"Nearly 900 drunk drivers were arrested and placed on court-ordered probation during the first three days of the ""seven dangerous days"" of the New Year holiday season, according to the Department of Probation.",GENERAL,2 Jan 2021
Closures across the board,Entertainment venues are among a wide range of establishments that have been ordered to shut from midnight in the wake of the latest Covid-19 outbreak.,GENERAL,2 Jan 2021
Replay New Year Fireworks With VR Tech,Fireworks displays for the New Year countdown at CentralWorld are always a magnet to draw hundreds of thousands of revellers to watch. But this New Year was different. The event was organised during the new normal with live streaming only due to Covid-19 curbs.,GENERAL,2 Jan 2021
Governor rules out Chon Buri lockdown,Chon Buri's governor has ruled out a total provincial lockdown despite the number of local Covid-19 cases rising by 51.,GENERAL,2 Jan 2021
"Bangkok schools closed, more places to follow","Bangkok shuts down schools for two weeks. More closures of places and takeaway-only service for eateries may follow, according to City Hall.",GENERAL,1 Jan 2021
"Day 3: 67 deaths, 642 injuries","Sixty-seven people died in road accidents nationwide on the last day of 2020, up 28.8% from the same day of the road safety campaign in the previous year.",GENERAL,1 Jan 2021
"Two deaths, 279 more Covid-19 cases",Thailand adds 2 deaths and 279 new Covid-19 cases as authorities are fretting about wider spread during the holidays.,GENERAL,1 Jan 2021
"Outbreak still spreading in Kingdom, says CCSA","Six provinces, including the capital, have been designated ""maximum control zones"" in the wake of the fresh Covid-19 outbreak that has spread to 51 provinces.",GENERAL,1 Jan 2021
Virtue will lead to cure: HM,His Majesty the King has appealed to all Thais to conduct themselves with virtue and reason in order to overcome the Covid-19 crisis.,GENERAL,1 Jan 2021
Govt secures 2m early Covid vaccine doses,"Deputy Prime Minister and Public Health Minister Anutin Charnvirakul said yesterday he had secured the supply of at least 2 million doses of Covid-19 vaccine for ""between February and April"".",GENERAL,1 Jan 2021
Chon Buri is ready for more visitors,The governor of Chon Buri yesterday denied the province was under lockdown and said local authorities were actually considering an easing of restrictions to draw visitors back to the seaside province.,GENERAL,1 Jan 2021
Governor put on ventilator,"The infected governor of Covid-plagued Samut Sakhon province is on a ventilator in hospital, but otherwise in good condition, a spokesman said yesterday.",GENERAL,1 Jan 2021
House justifies extension plea rejection,The House of Representatives has defended its decision to reject a request made by Sino-Thai Engineering & Construction to extend the construction period of the 12.2-billion-baht new parliament complex for the fifth time.,GENERAL,1 Jan 2021
Replay New Year fireworks in VR,The countdown celebrations have passed and New Year is upon us but there is still a great way to relive the spectacular New Year's Eve fireworks show.,GENERAL,1 Jan 2021
Watch New Year fireworks in VR & 5G,The countdown celebrations have passed and New Year is upon us but there is still a great way to memorise the spectacular New Year's Eve fireworks show.,GENERAL,1 Jan 2021
New year accidents claim 74 lives on Wednesday,"Seventy-four people died and 576 others were injured in 586 road accidents in the kingdom on Wednesday, the Road Safety Directing Centre reported on Thursday.",GENERAL,31 Dec 2020
Covid-19 case in Kanchanaburi,"KANCHANABURI: This western province has its first Covid-19 infection of the current outbreak, a student from Rayong studying at Sai Yok campus of Mahidol University, governor Jirakiat Phumsawat said on Thursday.",GENERAL,31 Dec 2020
"Outbreak still spreading in Kingdom, says CCSA","Six provinces, including the capital, have been designated ""maximum control zones"" in the wake of the fresh Covid-19 outbreak that has spread to 51 provinces.",GENERAL,1 Jan 2021
Virtue will lead to cure: HM,His Majesty the King has appealed to all Thais to conduct themselves with virtue and reason in order to overcome the Covid-19 crisis.,GENERAL,1 Jan 2021
Govt secures 2m early Covid vaccine doses,"Deputy Prime Minister and Public Health Minister Anutin Charnvirakul said yesterday he had secured the supply of at least 2 million doses of Covid-19 vaccine for ""between February and April"".",GENERAL,1 Jan 2021
Chon Buri is ready for more visitors,The governor of Chon Buri yesterday denied the province was under lockdown and said local authorities were actually considering an easing of restrictions to draw visitors back to the seaside province.,GENERAL,1 Jan 2021
Governor put on ventilator,"The infected governor of Covid-plagued Samut Sakhon province is on a ventilator in hospital, but otherwise in good condition, a spokesman said yesterday.",GENERAL,1 Jan 2021
House justifies extension plea rejection,The House of Representatives has defended its decision to reject a request made by Sino-Thai Engineering & Construction to extend the construction period of the 12.2-billion-baht new parliament complex for the fifth time.,GENERAL,1 Jan 2021
Replay New Year fireworks in VR,The countdown celebrations have passed and New Year is upon us but there is still a great way to relive the spectacular New Year's Eve fireworks show.,GENERAL,1 Jan 2021
Watch New Year fireworks in VR & 5G,The countdown celebrations have passed and New Year is upon us but there is still a great way to memorise the spectacular New Year's Eve fireworks show.,GENERAL,1 Jan 2021
New year accidents claim 74 lives on Wednesday,"Seventy-four people died and 576 others were injured in 586 road accidents in the kingdom on Wednesday, the Road Safety Directing Centre reported on Thursday.",GENERAL,31 Dec 2020
Covid-19 case in Kanchanaburi,"KANCHANABURI: This western province has its first Covid-19 infection of the current outbreak, a student from Rayong studying at Sai Yok campus of Mahidol University, governor Jirakiat Phumsawat said on Thursday.",GENERAL,31 Dec 2020
Anutin: 2m Covid vaccine doses available by April,"Deputy Prime Minister and Public Health Minister Anutin Charnvirakul said on Thursday he had secured the supply of at least 2 million doses of Covid-19 vaccine from producers ""between February and April"".",GENERAL,31 Dec 2020
Samut Sakhon governor on ventilator,"The infected governor of Covid-plagued Samut Sakhon province is on a ventilator in hospital, but otherwise in good condition, a spokesman said on Thursday.",GENERAL,31 Dec 2020
Six caught poaching submerged trees at Srinakarin Dam,KANCHANABURI: Six men were arrested and charged with illegal logging after they were found to have harvested submerged tree trunks from the Srinakarin Dam reservoir in Si Sawat district.,GENERAL,31 Dec 2020
"194 new Covid cases, including 181 local infections","The latest coronavirus disease cases include 181 local infections, with 51 provinces now affected since the latest outbreak began early this month.",GENERAL,31 Dec 2020
